id,symbol,name
kalissa,kali,Kalissa
kalisten,ks,Kalisten
kalkulus,klks,Kalkulus
kalmar,kalm,KALM
kamaleont,klt,Kamaleont
kambria,kat,Kambria
kampay,kampay,Kampay
kan,kan,BitKan
kanagawa-nami,okinami,Kanagawa Nami
kanaloa-network,kana,Kanaloa Network
kang3n,kang3n,kang3n
kanga-exchange,kng,Kanga Exchange
kangal,kangal,Kangal
kanpeki,kae,Kanpeki
kapital-dao,kap,Kapital DAO
karastar-umy,umy,KaraStar UMY
karate-combat,karate,Karate Combat
karbo,krb,Karbo
kardiachain,kai,KardiaChain
karencoin,karen,KarenCoin
karma-dao,karma,Karma DAO
karmaverse,knot,Karmaverse
karmaverse-zombie-serum,serum,Karmaverse Zombie Serum
karsiyaka-taraftar-token,ksk,Karşıyaka Taraftar Fan Token
karura,kar,Karura
kasa-central,kasa,Kasa Central
kaspa,kas,Kaspa
kassandra,kacy,Kassandra
kasta,kasta,Kasta
katalyo,ktlyo,Katalyo
katana-inu,kata,Katana Inu
kattana,ktn,Kattana
kava,kava,Kava
kava-lend,hard,Kava Lend
kava-swap,swp,Kava Swap
kawaii-islands,kwt,Kawaii Islands
kawakami,kawa,Kawakami
kay-pacha,pacha,Kay Pacha
kcal,kcal,KCAL
kcash,kcash,Kcash
kccpad,kccpad,KCCPad
kdag,kdag,King DAG
kdlaunch,kdl,KDLaunch
kdswap,kds,KDSwap
keep3rv1,kp3r,Keep3rV1
keep4r,kp4r,Keep4r
keep-network,keep,Keep Network
keeps-coin,kverse,KEEPs Coin
keeshond,$ksh,Keeshond
kei-finance,kei,Kei Finance
kek,keke,KEK
kekchain,kek,KeKChain
kek-guru,kek,Kek Guru
keko,keko,Keko
kekwcoin,kekw,Kekwcoin
kekya,kekya,Kekya
kelvpn,kel,KelVPN
kemacoin,kema,KemaCoin
kennel-locker,kennel,Kennel
kenshi,kenshi,Kenshi
kephi-gallery,kphi,Kephi Gallery
kepple,kpl,Kepple
kermit,kermit,Kermit Finance
kermit-cc0e2d66-4b46-4eaf-9f4e-5caa883d1c09,kermit,Kermit
kewl,kewl,Kewl
keyfi,keyfi,KeyFi
keysatin,keysatin,KeySATIN
keys-token,keys,Keys
ki,xki,KI
kiba-inu,kiba,Kiba Inu
kibbleswap,kib,KibbleSwap
kiboshib,kibshi,KiboShib
kick,kick,Kick
kick-io,kick,KICK.IO
kickpad,kpad,KickPad
killthezero,ktz,KILLTHEZERO
kilopi-8ee65670-efa5-4414-b9b4-1a1240415d74,lop,Kilopi
kilt-protocol,kilt,KILT Protocol
kimchi-finance,kimchi,KIMCHI.finance
kin,kin,Kin
kindness-for-soul,kfs g,Kindness For Soul
kinect-finance,knt,Kinect Finance
kineko,kko,KKO Protocol
kineko-knk,knk,Kineko
kine-protocol,kine,Kine Protocol
kinesis-gold,kau,Kinesis Gold
kinesis-silver,kag,Kinesis Silver
king,king,King Finance
king-2,king,KING
king-arthur,bking,King Arthur
kingaru,kru,Kingaru
king-dog-inu,kingdog,King Dog Inu
kingdom-game-4-0,kdg,Kingdom Game 4.0
kingdom-karnage,kkt,Kingdom Karnage
kingdom-quest,kgc,Kingdom Quest
kingdom-raids,krs,Kingdom Raids
kingdomverse,king,Kingdomverse
kingdomx,kt,KingdomX
king-forever,kfr,KING FOREVER
kingmaker,power,Kingmaker
kingpad,crown,KingPad
king-shiba,kingshib,King Shiba
kingspeed,ksc,KingSpeed
kintsugi,kint,Kintsugi
kintsugi-btc,kbtc,Kintsugi BTC
kira,kira,KIRA
kira-network,kex,KIRA Network
kirobo,kiro,KIRO
kishimoto,kishimoto,Kishimoto
kishimoto-inu,kishimoto,Kishimoto (old)
kishu-inu,kishu,Kishu Inu
kishu-ken,kishk,Kishu Ken
kissan,ksn,Kissan
kitsumon,$kmc,Kitsumon
kittee,kte,KITTEE
kittenfinance,kif,KittenFinance
kitti,kitti,KITTI
kitty,kit,Kitty
kittycake,kcake,KittyCake
kitty-coin-solana,kitty,Kitty Coin Solana
kitty-inu,kitty,Kitty Inu
kitty-solana,kitty,Kitty Solana
kiwi,kiwi,kiwi
klap-finance,klap,Klap Finance
klaycity-orb,orb,Orbcity
klaydice,dice,Klaydice
klayfi-finance,kfi,KlayFi Finance
klayswap-protocol,ksp,KlaySwap Protocol
klaytn-dai,kdai,Klaytn Dai
klay-token,klay,Klaytn
klayuniverse,kut,KlayUniverse
kleekai,klee,KleeKai
klend,klt,KLend
kleomedes,kleo,Kleomedes
kleros,pnk,Kleros
kleva,kleva,KLEVA
klever,klv,Klever
klever-finance,kfi,Klever Finance
klima-dao,klima,KlimaDAO
knights-peasants,knight,Knights & Peasants
knightswap,knight,KnightSwap
knight-war-spirits,kws,Knight War Spirits
knit-finance,kft,Knit Finance
koacombat,koacombat,KoaCombat
koakuma,kkma,Koakuma
kobocoin,kobo,Kobocoin
kocaelispor-fan-token,kstt,Kocaelispor Fan Token
kochi-ken,kochi,Kochi Ken
koda-finance,koda,Koda Cryptocurrency
kodi,kodi,KODI
kogecoin,kogecoin,KogeCoin
koi-network,koi,Koi Network
koinos,koin,Koinos
koisan,kic,Koisan
koji,koji,Koji
kok,kok,KOK
kokoa-finance,kokoa,Kokoa Finance
kokoa-stable-dollar,ksd,Kokoa Stable Dollar
kokomo-finance,koko,Kokomo Finance
kolibri-dao,kdao,Kolibri DAO
kolibri-usd,kusd,Kolibri USD
kollect,kol,Kollect
kollector,kltr,Kollector
kolnet,kolnet,KOLNET
kommunitas,kom,Kommunitas
komodo,kmd,Komodo
kompete,kompete,KOMPETE Token
kondux-v2,kndx,KONDUX
konnect,kct,Konnect
konomi-network,kono,Konomi Network
konpay,kon,KonPay
korea-entertainment-education-shopping,kees,Korea Entertainment Education & Shopping
kori-inu,kori,Kori Inu
koromaru,koromaru,KOROMARU
kounotori,kto,Kounotori
koyo-6e93c7c7-03a3-4475-86a1-f0bc80ee09d6,koy,Koyo
kpop-coin,kpop,KPOP Coin
kragger-inu,kinu,Kragger Inu
kred,kred,KRED
krida-fans,krida,Krida Fans
krill,krill,Krill
kripto,kripto,Kripto
kripto-galaxy-battle,kaba,Kripto Galaxy Battle
krogan,kro,Krogan
kromatika,krom,Kromatika
krown,krw,KROWN
kryll,krl,KRYLL
kryptokrona,xkr,Kryptokrona
kryptomon,kmon,Kryptomon
krypton-dao,krd,Krypton DAO
krypton-token,kgc,Krypton Galaxy Coin
kryxivia-game,kxa,Kryxivia Game
kryza-exchange,krx,KRYZA Exchange
kryza-network,krn,KRYZA Network
ksm-starter,kst,Karus Starter
kstarcoin,ksc,KStarCoin
k-tune,ktt,K-Tune
ktx-finance,ktc,KTX.Finance
kubecoin,kube,KubeCoin
kubic,kubic,Kubic
kucoin-shares,kcs,KuCoin
kudoe,kdoe,Kudoe
kudoge,kudo,KuDoge
kujira,kuji,Kujira
kuky-star,kuky,Kuky Star
kumadex-token,dkuma,KumaDex Token
kuma-inu,kuma,Kuma Inu
kumamon-finance,kumamon,Kumamon Finance
kunci-coin,kunci,Kunci Coin
kurobi,kuro,Kurobi
kusama,ksm,Kusama
kusd-t,kusd-t,KUSD-T
kusunoki-samurai,kusunoki,Kusunoki Samurai
kuswap,kus,KuSwap
kvants-ai,kvnt,Kvants AI
kwai,kwai,KWAI
kwenta,kwenta,Kwenta
kyanite,kyan,Kyanite
kyberdyne,kbd,Kyberdyne
kyber-network,kncl,Kyber Network Crystal Legacy
kyber-network-crystal,knc,Kyber Network Crystal
kyccoin,kycc,KYCCOIN
kylin-network,kyl,Kylin Network
kyoko,kyoko,Kyoko
kyotoswap,kswap,KyotoSwap
kyrrex,krrx,Kyrrex
kyte-one,kte,Kyte.One
kzcash,kzc,Kzcash
l3usd,l3usd,L3USD
label-foundation,lbl,LABEL Foundation
labs-group,labsv2,LABSV2
labs-protocol,labs,LABS Protocol
laddercaster,lada,LadderCaster
laika,laika,Laika
laine-stake,lainesol,Laine Stake
lakeviewmeta,lvm,LakeViewMeta
lambda,lamb,Lambda
lambda-markets,lmda,Lambda Markets
lambo-0fcbf0f7-1a8f-470d-ba09-797d5e95d836,lambo,$LAMBO
lamden,tau,Lamden
lanacoin,lana,LanaCoin
lance-coin,lce,Lance Coin
lanceria,lanc,Lanceria
landboard,land,Landboard
land-of-conquest-slg,slg,Shattered Legion
landshare,land,Landshare
landworld,lwd,Landworld
lapislazuli,lilli,Lapislazuli
laqira-protocol,lqr,Laqira Protocol
larix,larix,Larix
larry,larry,Larry
lasrever,lsvr,Lasrever
last-survivor,lsc,Last Survivor
latoken,la,LA
lattice-token,ltx,Lattice
launchblock,lbp,LaunchBlock
launchpool,lpool,Launchpool
launchverse,xlv,LaunchVerse
lavaswap,lava,Lavaswap
lavax-labs,lavax,LavaX Labs
law,law,LAW
law-blocks,lbt,Law Blocks
layer2dao,l2dao,Layer2DAO
layer-network,layer,Layer Network
lazio-fan-token,lazio,Lazio Fan Token
lbk,lbk,LBK
lbry-credits,lbc,LBRY Credits
lcx,lcx,LCX
lead-token,lead,Lead
league-of-ancients,loa,League of Ancients
league-of-kingdoms,loka,League of Kingdoms
leancoin,lean,Leancoin
leandro-lopes,lopes,Leandro Lopes
leap-token,leap,LEAP Token
learning-cash-2,ead,Learning Cash
learning-star,lstar,Learning Star
leash,leash,Doge Killer
ledgerscore,led,LedgerScore
ledgis,led,Ledgis
ledgity,lty,Ledgity
lee,lee,Lee
leeds-united-fan-token,lufc,Leeds United Fan Token
legacy-ichi,ichi,Legacy ICHI
legend-of-fantasy-war,lfw,Linked Finance World
legends,fwcl,Legends
legends-of-aria,aria,Legends Of Aria
legends-room,more,More
legends-token,lg,Legends Token
legia-warsaw-fan-token,leg,Legia Warsaw Fan Token
legion-network,lgx,Legion Network
lego-coin-v2,lego,Lego Coin V2
leicester-tigers-fan-token,tigers,Leicester Tigers Fan Token
leisuremeta,lm,LeisureMeta
leisurepay,lpy,LeisurePay
lemochain,lemo,LemoChain
lemonchain,lemc,LemonChain
lemond,lemd,Lemond
lemon-token,lemn,Crypto Lemon
lenda,lenda,Lenda
lendexe,lexe,LendeXe Finance
lend-flare-dao-token,lft,Lend Flare Dao
lendhub,lhb,Lendhub
lenny-face,( ͡° ͜ʖ ͡°),Lenny Face
leonicorn-swap-leons,leons,Leonicorn Swap LEONS
leonidasbilic,lio,Leonidasbilic
leonidas-token,leonidas,Leonidas Token
leopard,leopard,Leopard
leo-token,leo,LEO Token
leox,leox,LEOX
lepasa,lepa,Lepasa
letcoinshop,lcs,LetCoinShop
lethean,lthn,Lethean
lets-go-brandon,letsgo,Lets Go Brandon
levante-ud-fan-token,lev,Levante U.D. Fan Token
level,lvl,Level
levelapp,lvl,LevelApp
levelg,levelg,LEVELG
level-governance,lgo,Level Governance
lever,lever,LeverFi
leverageinu,levi,LeverageInu
leverage-protocol,levx,Leverage Protocol
leverj-gluon,l2,Leverj Gluon
lever-network,lev,Lever Network
levolution,levl,Levolution
lexer-markets,lex,LEXER Markets
lfg-coin,lfg,LFG coin
lfgswap-finance,lfg,LFGSwap Finance
lfgswap-finance-core,lfg,LFGSwap Finance(CORE)
lgcy-network,lgcy,LGCY Network
libera-financial,libera,Libera Financial
liber-coin,lbr,LIBER COIN
libero-financial,libero,Libero Financial
liberty-square-filth,flth,Liberty Square Filth
libfi,libx,Libfi
libfx,libfx,Libfx
libonomy,lby,Libonomy
libra-credit,lba,Libra Credit
libra-protocol,lbr,Libra Protocol
libre,libre,Libre
lichang,lc,Lichang
lido-dao,ldo,Lido DAO
lido-dao-wormhole,ldo,Lido DAO (Wormhole)
lido-on-kusama,wstksm,Lido on Kusama
lido-staked-matic,stmatic,Lido Staked Matic
lido-staked-polkadot,stdot,Lido Staked Polkadot
lido-staked-sol,stsol,Lido Staked SOL
lien,lien,Lien
lif3,lif3,LIF3
lif3-lshare,lshare,LIF3 LSHARE
life-crypto,life,Life Crypto
life-token-v2,ltnv2,Life v2
lifinity,lfnty,Lifinity
lightcoin,lhc,Lightcoin
light-defi,light,Light Defi
lightening-cash,lic,Lightening Cash
lightning-bitcoin,lbtc,Lightning Bitcoin
lightningcash-gold,lnc,LightningCash
lightning-protocol,light,Lightning Protocol
lightyears,year,Lightyears
likecoin,like,LikeCoin
lilai,lilai,LilAI
lil-floki,lilfloki,Lil Floki
lilly-finance,ly,Lilly Token
limestone-network,limex,Limestone Network
limewire-token,lmwr,LimeWire Token
limitswap,limit,LimitSwap
limocoin-swap,lmcswap,Limocoin Swap
limoverse,limo,Limoverse
lina,lina,LINA
linda,mrx,Metrix Coin
lindayacc-ceo,lindaceo,LindaYacc Ceo
linear,lina,Linear
linear-protocol,linear,LiNEAR Protocol
linework-coin,lwc,Linework Coin
lingose,ling,Lingose
link,fnsa,FINSCHIA
linkcoin-token,lkn,LinkCoin
linkdao,lkd,LinkDao
linkeye,let,Linkeye
link-machine-learning,lml,Link Machine Learning
linkpool,lpl,LinkPool
links,links,Links
link-yvault,yvlink,LINK yVault
linspirit,linspirit,linSpirit
lint,lint,Lint
lionceo,lceo,LionCEO
lion-dao,roar,Lion DAO
liondex,lion,LionDEX
lion-token,lion,Lion
liq-protocol,liq,LIQ Protocol
liquicats,meow,LiquiCats
liquid-astr,nastr,Liquid ASTR
liquid-atom,latom,Liquid ATOM
liquid-collectibles,lico,Liquid Collectibles
liquid-cro,lcro,Liquid CRO
liquiddriver,lqdr,LiquidDriver
liquid-finance,liqd,Liquid Finance
liquid-icp,licp,Liquid ICP
liquidifty,lqt,Lifty
liquidify-077fd783-dead-4809-b5a9-0d9876f6ea5c,liquid,Liquidify
liquid-ksm,lksm,Liquid KSM
liquidlock,lock,LiquidLock
liquid-mercury,merc,Liquid Mercury
liquid-staked-canto,scanto,Liquid Staked Canto
liquid-staked-ethereum,lseth,Liquid Staked ETH
liquid-staked-eth-index,lseth,Liquid Staked ETH Index
liquid-staking-crescent,bcre,Liquid Staking Crescent
liquid-staking-derivative,lsd,Liquid Staking Derivative
liquid-staking-dot,ldot,Liquid Staking Dot
liquidus,liq,Liquidus
liquify-network,liquify,Liquify Network
liquity,lqty,Liquity
liquity-usd,lusd,Liquity USD
liqwid-finance,lq,Liqwid Finance
lisk,lsk,Lisk
lit,lit,LIT
litebitcoin,lbtc,LiteBitcoin
litecash,cash,Litecash
litecoin,ltc,Litecoin
litecoin-cash,lcc,Litecoin Cash
litecoin-plus,spb,SpiderByte
litecoin-ultra,ltcu,LiteCoin Ultra
litecoinz,ltz,LitecoinZ
litedoge,ldoge,LiteDoge
litentry,lit,Litentry
litherium,lith,Litherium
lithium-finance,lith,Lithium Finance
lithium-ventures,ions,Lithium Ventures
lithosphere,litho,Lithosphere
litlab-games,litt,LitLab Games
little-angry-bunny-v2,lab-v2,Little Angry Bunny v2
little-bunny-rocket,lbr,Little Bunny Rocket
littleinu,linu,LittleInu
little-rabbit-v2,ltrbt,Little Rabbit V2
little-ugly-duck,lud,Little Ugly Duck
litx,litx,Lith Token
liux,liux,LIUX
livegreen-coin,lgc,LiveGreen Coin
livepeer,lpt,Livepeer
lizardtoken-finance,liz,LizardToken.Finance
lnko-token,lnko,LNKO
loa-protocol,loa,LOA Protocol
lobster,$lobster,LOBSTER
localcoinswap,lcs,LocalCoinSwap
local-money,local,Local Money
localtrade,ltt,LocalTrade
local-traders,lct,Local Traders
locgame,locg,LOCG
lockchain,loc,LockTrip
locker-token,lkt,Locker Token
lockness,lkn,Lockness
locus-chain,locus,Locus Chain
lodestar,lode,Lodestar
lode-token,lode,LODE Token
lofi,lofi,LOFI
logos,log,LOGOS
loki-network,oxen,Oxen
lokr,lkr,Lokr
lol,lol,LOL
loltoken,lol,LOLTOKEN
lonelyfans,lof,LonelyFans
long-bitcoin,long,Long Bitcoin
lookscoin,look,LooksCoin
looksrare,looks,LooksRare
loom-network,loomold,Loom Network (OLD)
loom-network-new,loom,Loom Network (NEW)
loon-network,loon,Loon Network
loop,loop,LOOP
loopnetwork,loop,LoopNetwork
loopring,lrc,Loopring
loopswap,lswap,LoopSwap
loot,loot,Lootex
loot-token,loot,Loot
lopo,lopo,LOPO
lord-of-dragons,logt,Lord of Dragons
lord-of-dragons-reward-token,lort,Lord of Dragons Reward Token
lord-of-power-golden-eagle,gde,Lord of Power Golden Eagle
lords,lords,LORDS
lordtoken,ltt,LordToken
loserchick-egg,egg,LoserChick EGG
loser-coin,lowb,Loser Coin
lossless,lss,Lossless
lost-world,lost,Lost World
lotto-arbitrum,lotto,Lotto Arbitrum
lot-trade,lott,LOT.TRADE
loud-market,loud,Loud Market
loungem,lzm,LoungeM
love-hate-inu,lhinu,Love Hate Inu
lovelace-world,lace,Lovelace World
lovely-inu-finance,lovely,Lovely Inu finance
lovely-swap-token,lst,Lovely Swap
lovepot-token,love,LovePot
lox-network,lox,Lox Network
loyalty-labs,loyal,Loyalty Labs
lp-3pool-curve,3crv,LP 3pool Curve
lp-finance,lpfi,LP Finance DAO
lp-renbtc-curve,renbtccurve,LP renBTC Curve
lp-scurve,scurve,LP-sCurve
ls-coin,lsc,LS Coin
lsdoge,lsdoge,LSDoge
lsdx-finance,lsd,LSDx Finance
lsdx-pool,ethx,LSDx Pool
lto-network,lto,LTO Network
ltradex,ltex,Ltradex
lua-token,lua,LuaSwap
luca,luca,LUCA
lucha,lucha,Lucha
lucidao,lcd,Lucidao
luck2earn,luck,Luck2Earn
lucky-block,lblock,Lucky Block
lucky-lion,lucky,Lucky Lion
lucky-property-development-invest,lpdi,Lucky Property Development Invest
lucky-roo,roo,Lucky Roo
luckytoad,toad,LuckyToad
lucretius,luc,Lucretius
lucro,lcr,Lucro
lucrosus-capital,$luca,Lucrosus Capital
ludena-protocol,ldn,Ludena Protocol
ludos,lud,Ludos Protocol
luffy-inu,luffy,Luffy
lukso-token,lyxe,LUKSO
lulu-market-luck,luck,LULU Market Luck
lumenswap,lsp,Lumenswap
lumerin,lmr,Lumerin
lumi,lumi,LUMI
lumi-credits,lumi,LUMI Credits
lumiiitoken,lumiii,Lumiii
lum-network,lum,Lum Network
lunachow,luchow,LunaChow
lunadoge,loge,LunaDoge
lunafi,lfi,Lunafi
lunagens,lung,LunaGens
luna-inu,linu,Luna Inu
lunaone,xln,LunaOne
lunar,lnr,Lunar [OLD]
lunar-2,lnr,Lunar
luna-rush,lus,Luna Rush
lunatics,lunat,Lunatics
lunatics-eth,lunat,Lunatics [ETH]
luna-wormhole,lunc,Terra Classic (Wormhole)
lunax,lunax,Stader LunaX
lunchdao,lunch,LunchDAO
lunch-money,lmy,Lunch Money
lunes,lunes,Lunes
lunr-token,lunr,Lunr
lunyr,lun,Lunyr
lusd,lusd,LUSD
lusd3crv-f,lusd3crv,LUSD3CRV-f
lusd-yvault,yvlusd,LUSD yVault
lux-bio-exchange-coin,lbxc,LUX BIO EXCHANGE COIN
luxcoin,lux,LUXCoin
luxo,luxo,Luxo
luxor,lux,Luxor
luxurious-pro-network-token,lpnt,Luxurious Pro Network
luxy,luxy,Luxy
lvusd,lvusd,lvUSD
lybra-finance,lbr,Lybra Finance
lydia-finance,lyd,Lydia Finance
lyfe-2,lyfe,Lyfe
lyfebloc,lbt,Lyfebloc
lyfe-gold,lgold,Lyfe Gold
lyfe-silver,lsilver,Lyfe Silver
lympo,lym,Lympo
lympo-market-token,lmt,Lympo Market
lynkey,lynk,LynKey
lynx,lynx,Lynx
lyocredit,lyo,LYO Credit
lyptus-token,lyptus,Lyptus
lyra,lyr,Lyra
lyra-finance,lyra,Lyra Finance
m,m,M
m2,m2,M2
macaronswap,mcrn,MacaronSwap
madagascar-token,$time,Madagascar
madai,madai,Morpho-Aave Dai Stablecoin
mad-bucks,mad,MAD Bucks
made-in-real-life,mirl,Made In Real Life
mad-hatter-society,madhat,Mad Hatter Society
mad-meerkat-etf,metf,Mad Meerkat ETF
mad-meerkat-optimizer,mmo,Mad Meerkat Optimizer
mad-meerkat-optimizer-polygon,mmo,Mad Meerkat Optimizer (Polygon)
mad-network,mad,MADNetwork
mad-usd,musd,Mad USD
mad-viking-games-token,mvg,Mad Viking Games Token
madworld,umad,MADworld
magic,magic,Magic
magic-bag,felix,Magic Bag
magic-beasties,bsts,Magic Beasties
magiccraft,mcrt,MagicCraft
magic-cube,mcc,Magic Cube Coin
magicglp,magicglp,MagicGLP
magic-internet-money,mim,Magic Internet Money
magic-oi-money,mom,Magic Oi! Money
magic-power,mgp,Magic Power
magic-token,magic,MagicLand
magic-yearn-share,mys,Magic Yearn Share
magik,magik,Magik
magikal-ai,mgkl,MAGIKAL.ai
magnetgold,mtg,MagnetGold
magpie,mgp,Magpie
magpie-wom,mwom,Magpie WOM
mahadao,maha,MahaDAO
maia,maia,Maia
maiar-dex,mex,xExchange
maidcoin,$maid,MaidCoin
maidsafecoin,emaid,MaidSafeCoin
maidsafecoin-token,maid,Maidsafecoin Token
main,main,Main
mainframe,mft,Hifi Finance [OLD]
mainstream-for-the-underground,mftu,Mainstream For The Underground
majo,majo,Majo
maker,mkr,Maker
makiswap,maki,MakiSwap
malgo-finance,mgxg,Malgo Finance
malinka,mlnk,Malinka
manchester-city-fan-token,city,Manchester City Fan Token
mancium,manc,Mancium
mandala-exchange-token,mdx,Mandala Exchange
mandox-2,mandox,MandoX
maneki-neko,neki,Maneki-neko
manga-token,$manga,Manga
mangoman-intelligent,mmit,MangoMan Intelligent
mango-markets,mngo,Mango
manifold-finance,fold,Manifold Finance
manna,manna,Manna
mantadao,mnta,MantaDAO
mantis-network,mntis,Mantis Network
mantra-dao,om,MANTRA
manufactory-2,mnft,ManuFactory
maorabbit,maorabbit,MaoRabbit
maple,mpl,Maple
mapmetrics,mmaps,MapMetrics
maps,maps,MAPS
maranbet,maran,MaranBet
marble,$marble,Marble Dao
marbledao-artex,artex,MarbleDAO ARTEX
marblex,mbx,Marblex
marcopolo,map,MAP Protocol
mare-finance,mare,Mare Finance
marginswap,mfi,Marginswap
marhabadefi,mrhb,MarhabaDeFi
maria,maria,Maria
maricoin,mcoin,MariCoin
marinade,mnde,Marinade
market-making-pro,mmpro,Market Making Pro
marketmove,move,MarketMove
marketpeak,peak,PEAKDEFI
marketviz,viz,MARKETVIZ
marlin,pond,Marlin
marmalade-token,mard,Marmalade Token
marnotaur,taur,Marnotaur
marquee,marq,Marquee
mars,mars,Mars
mars4,mars4,MARS4
marscoin,mars,Marscoin
marscolony,clny,MarsColony
marsdao,mdao,MarsDAO
mars-ecosystem-token,xms,Mars Ecosystem
marshall-fighting-champio,mfc,Marshall Fighting Championship
marshall-rogan-inu,mri,Marshall Inu
mars-inu,marsinu,Mars Inu
mars-protocol-a7fcbcfb-fd61-4017-92f0-7ee9f9cc6da3,mars,Mars Protocol
marsrise,marsrise,MarsRise
martexcoin,mxt,MarteXcoin
martik,mtk,Martik
martin-shkreli-inu,msi,Martin Shkreli Inu
martkist,martk,Martkist
marumarunft,maru,marumaruNFT
marutaro,maru,MaruTaro
marvellex-classic,mlxc,Marvellex Classic
marvelous-nfts,mnft,Marvelous NFTs
marvin-inu,marvin,Marvin Inu
masari,msr,Masari
mask-network,mask,Mask Network
masq,masq,MASQ
mass,mass,MASS
massa,massa,Massa
massive-protocol,mav,Massive Protocol
mass-vehicle-ledger,mvl,MVL
master-ceo,mceo,Master CEO
mastermind,mastermind,Mastermind
masterwin,mw,MasterWin
mata,mata,Mata
matchcup,match,Matchcup
matchnova-champion-coin,mcc,MatchNova Champion Coin
matchpool,gup,Guppy
material,mtrl,Material
materium,mtrm,Materium
math,math,MATH
matic-aave-aave,maaave,Matic Aave Interest Bearing AAVE
matic-aave-usdc,mausdc,Matic Aave Interest Bearing USDC
matic-dai-stablecoin,dai-matic,Matic DAI Stablecoin
matic-launchpad,maticpad,Matic Launchpad
matic-network,matic,Polygon
matic-plenty-bridge,matic.e,MATIC (Plenty Bridge)
maticverse,mverse,MaticVerse
matic-wormhole,maticpo,MATIC (Wormhole)
matrak-fan-token,mtrk,Matrak Fan Token
matrix-533ba916-8d8a-4979-b5d5-34483cdee5b1,matrix,Matrix
matrix-ai-network,man,Matrix AI Network
matrixetf,mdf,MatrixETF
matrixgpt,mai,MatrixGPT
matrix-protocol,mtx,Matrix Protocol
matrixswap,matrix,Matrix Labs
mau,mau,MAU
mausdc,mausdc,Morpho-Aave USD Coin
mausdt,mausdt,Morpho-Aave Tether USD
mavaverse-token,mvx,Mavaverse
maxcoin,max,Maxcoin
maximus,maxi,Maximus
maximus-base,base,Maximus BASE
maximus-coin,mxz,Maximus Coin
maximus-dao,maxi,Maximus DAO
maximus-deci,deci,Maximus DECI
maximus-lucky,lucky,Maximus LUCKY
maximus-team,team,Maximus TEAM
maximus-trio,trio,Maximus TRIO
maxi-ordinals,maxi,MAXI (Ordinals)
maxity,max,Maxity
max-property-group,mcf,Max Crowdfund
max-revive,maxr,Max Revive
max-token,max,MAX
maxx,$maxx,Maxx
maxx-finance,maxx,MAXX Finance
maya-preferred-223,mayp,Maya Preferred
mayc-vault-nftx,mayc,MAYC Vault (NFTX)
mayfair,may,Mayfair
maza,mzc,Maza
mazimatic,mazi,MaziMatic
mbd-financials,mbd,MBD Financials
mcdex,mcb,MUX Protocol
mcelo,mcelo,mCELO
mceur,mceur,mcEUR
mcfinance,mcf,MCFinance
mch-coin,mchc,MCH Coin
mci-coin,cyclub,Cyclub
mclaren-f1-fan-token,mcl,McLaren F1 Fan Token
mcobit,mct,Mcobit
mcoin1,mcoin,mCoin
mcontent,mcontent,MContent
mcpepe-s,pepes,McPepe's
mcverse,mcv,MCVERSE
mdcx,mdcx,MDCx
mdex,mdx,Mdex (HECO)
mdex-bsc,mdx,Mdex (BSC)
mdsquare,tmed,MDsquare
meanfi,mean,Mean DAO
measurable-data-token,mdt,Measurable Data
meblox-protocol,meb,Meblox Protocol
mechachain,$mecha,Mechanium
mecha-morphing,mape,Mecha Morphing
mechaverse,mc,Mechaverse
mech-master,mech,Mech Master
meconcash,mch,Meconcash
medal-of-honour,moh,Medal of Honour
medamon,mon,Medamon
medcarecoin,mdcy,MedCareCoin
media-eye,eye,MEDIA EYE
media-licensing-token,mlt,Media Licensing Token
media-network,media,Media Network
medibloc,med,Medibloc
medicalchain,mtn,Medicalchain
medical-token-currency,mtc,Doc.com
medicalveda,mveda,MedicalVeda
medieval-empires,mee,Medieval Empires
medifakt,fakt,Medifakt
medishares,mds,MediShares
medping,mpg,Medping
meeb-master,meeb,Meeb Master
meeb-vault-nftx,meeb,MEEB Vault (NFTX)
meeds-dao,meed,Meeds DAO
meer-coin,meer,Meer Coin
meerkat-shares,mshare,Meerkat Shares
meetin-token,meti,Meetin Token
meetple,mpt,Meetple
meflex,mef,MEFLEX
mega-protocol,mega,Mega Protocol
megashibazilla,msz,MegaShibaZilla
megatech,mgt,Megatech
megatoken,mega,MegaToken
megaton-finance,mega,Megaton Finance
megaweapon,$weapon,Megaweapon
megaworld,mega,MegaWorld
me-gusta,gusta,Me Gusta
mei-flex,mf,Mei Flex
me-in,mein,Me-in
meishu,meishu,meishu
melalie,mel,MELX
meld,meld,MELD [OLD]
meld-2,meld,MELD
meld-gold,mcau,Meld Gold
melecoin,mlc,Melecoin
melega,marco,Melega
meli-games,meli,Meli Games
melody-sgs,sgs,Melody SGS
melody-sns,sns,Melody SNS
melon,mln,Enzyme
melos-studio,melos,Melos Studio
melo-token,melo,Melo
meme-ai,memeai,Meme AI
meme-brc-20,meme,MEME (Ordinals)
memecoin,mem,Memecoin
memedao,memd,MemeDAO
memedao-ai,mdai,MemeDao.Ai
meme-dollar,pina,Meme Dollar
memeflate,mflate,Memeflate
meme-inu,meme,Meme Inu
meme-lordz,$lordz,Meme Lordz
mememe,$mememe,MEMEME
meme-network,meme,Meme Network
memepad,mepad,MemePad
meme-shib,ms,Meme Shib
meme-street-gang,msg,Meme Street Gang
